parameter_name,module,country_id,baseline_value,low_value,high_value,distribution,truncation_rule,source_id,justification,double_counting_note,parameter_set_id,dataset_version,assumption_id,created_at,created_by_script,audit_status,author_approval_date,author_approval_note,is_observed,is_scenario,is_structural_unobserved,sensitivity_level,included_in_primary
epsilon,adoption_translation,COL,1e-09,1e-09,1e-09,fixed,declared,PLAN_02_SEC_7_7,Frozen numerical floor for support checks and de-flooring.,none,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_epsilon_COL___,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,registered,,,False,False,True,baseline,True
epsilon_mu,adoption_translation,COL,1e-06,1e-06,1e-06,fixed,declared,PLAN_02_SEC_7_3,Frozen logit inversion floor; q_use_target_adj is projected to interior support.,none,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_epsilon_mu_COL___,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,registered,,,False,False,True,baseline,True
lambda_q_baseline_mid,adoption_translation,COL,0.3,0.15,0.5,bounded_PERT,declared,PLAN_02_SEC_7_3,"Baseline diffusion-speed grid {0.15,0.30,0.50}; frozen baseline keeps q_prod at anchor.",none,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_lambda_q_baseline_mid_COL___,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,registered,,,False,False,True,baseline,True
lambda_q_stress_instant,adoption_translation,COL,1.0,1.0,1.0,fixed,declared,PLAN_02_SEC_7_3,"Instant-adoption stress only, not baseline primary.",none,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_lambda_q_stress_instant_COL___,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,registered,,,False,False,True,baseline,True
nu_A,adoption_translation,COL,1.0,0.25,2.0,bounded_PERT,declared,PLAN_02_SEC_7_3,Preparedness coefficient; inert in frozen baseline because mu is inverted to target.,none,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_nu_A_COL___,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,author_approved,2026-07-08,ratificacion del autor registrada pre-resultados,False,False,True,baseline,True
nu_I,adoption_translation,COL,0.5,0.0,1.0,bounded_PERT,declared,PLAN_02_SEC_7_3,Informality coefficient; inert in frozen baseline because mu is inverted to target.,none,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_nu_I_COL___,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,author_approved,2026-07-08,ratificacion del autor registrada pre-resultados,False,False,True,baseline,True
nu_G,adoption_translation,COL,0.5,0.0,1.0,bounded_PERT,declared,PLAN_02_SEC_7_3,Gap coefficient; inert in frozen baseline because mu is inverted to target.,none,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_nu_G_COL___,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,author_approved,2026-07-08,ratificacion del autor registrada pre-resultados,False,False,True,baseline,True
omega_I,adoption_translation,COL,0.5,0.25,0.75,bounded_PERT,declared,PLAN_02_SEC_7_3,Informality ceiling penalty; omega_I<1 is the paper economic restriction.,none,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_omega_I_COL___,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,author_approved,2026-07-08,ratificacion del autor registrada pre-resultados,False,False,True,baseline,True
omega_G,adoption_translation,COL,0.5,0.25,0.75,bounded_PERT,declared,PLAN_02_SEC_7_3,"Digital-gap ceiling penalty, now based on excluded coverage+speed Gap.",none,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_omega_G_COL___,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,author_approved,2026-07-08,ratificacion del autor registrada pre-resultados,False,False,True,baseline,True
delta_s,fiscal_channels,COL,0.5,0.25,1.0,bounded_PERT,declared,PAPER_MASTER_CALIBRATION_MATRIX,"Automation pressure grid {0.25,0.50,1.00}.",none,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_delta_s_COL___,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,registered,,,False,True,True,baseline,True
psi_s,fiscal_channels,COL,0.5,0.25,1.0,bounded_PERT,declared,PAPER_MASTER_CALIBRATION_MATRIX,"Augmentation pressure grid {0.25,0.50,1.00}.",none,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_psi_s_COL___,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,registered,,,False,False,True,baseline,True
zeta_s,fiscal_channels,COL,0.5,0.25,1.0,bounded_PERT,declared,PAPER_MASTER_CALIBRATION_MATRIX,"Reskilling mitigation grid {0.25,0.50,1.00}; engine enforces zeta*RST through the weight formula.",none,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_zeta_s_COL___,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,registered,,,False,False,True,baseline,True
lambda_LS,fiscal_channels,COL,0.5,0.25,1.0,bounded_PERT,declared,PAPER_MASTER_CALIBRATION_MATRIX,"Labor-share partial-adjustment grid {0.25,0.50,1.00}.",none,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_lambda_LS_COL___,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,registered,,,False,False,True,baseline,True
chi_Kbase,fiscal_channels,COL,0.7,0.55,0.85,bounded_PERT,0_to_1,AUTHOR_REVIEW_PENDING_NATIONAL_ACCOUNTS;PLAN_02_SEC_7_4_1,Share of non-labor surplus that is corporate taxable base; 1.0 only favorable variant.,none,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_chi_Kbase_COL___,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,author_approved,2026-07-08,ratificacion del autor registrada pre-resultados,False,False,True,baseline,True
chi_dom,fiscal_channels,COL,0.95,0.85,1.0,bounded_PERT,0_to_1,AUTHOR_REVIEW_PENDING_NATIONAL_ACCOUNTS;PLAN_02_SEC_7_4_1,Domestic share of incremental corporate base.,none,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_chi_dom_COL___,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,author_approved,2026-07-08,ratificacion del autor registrada pre-resultados,False,False,True,baseline,True
psi_shift,fiscal_channels,COL,0.15,0.0,0.3,bounded_PERT,0_to_1,PAPER_APP_FISCAL_CONVERSION;PLAN_02_SEC_10_8,Ordinary shifting of incremental capital base; central conservative-moderate; zero only favorable labeled variant.,none,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_psi_shift_COL___,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,author_approved,2026-07-08,ratificacion del autor registrada pre-resultados,False,False,True,baseline,True
tau_R_disp,fiscal_channels,COL,0.0,0.0,0.0,fixed,0_to_1,PAPER_APP_FISCAL_CONVERSION,Residual non-labor income is routed through consumption only in primary.,none,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_tau_R_disp_COL___,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,registered,,,False,True,True,baseline,True
exempt_C,fiscal_channels,COL,0.0,0.0,0.0,fixed,0_to_1,PLAN_02_SEC_10_8,Observed tau_C_eff already embeds exemptions and informal untaxed consumption; base-side exempt_C is zero to avoid double count.,none,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_exempt_C_COL___,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,registered,,,False,False,True,baseline,True
kappa_LP_to_Y_high,ai_shock,COL,0.4952113628387451,0.4952113628387451,0.4952113628387451,fixed,declared,PWT_10_01;PAPER_SEC_PARAMETERS,Country-specific LP to Y bridge for high scenario.,none,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_kappa_LP_to_Y_high_COL_high__,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,registered,,,False,False,True,baseline,True
phi_Y_nom_high,ai_shock,COL,0.004209296584129385,0.0019808454513550178,0.006437747716903752,derived_bounded_PERT,declared,OECD2025G7;PWT_10_01;PAPER_SEC_10_4,High-scenario nominal GDP-equivalent shock is country-specific because kappa_LP_to_Y equals labor share.,none,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_phi_Y_nom_high_COL_high__,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,registered,,,False,True,True,baseline,True
I_ceiling_informality,adoption_translation,MEX,0.50592,0.0,1.0,bounded_PERT,0_to_1,ILOSTAT,Same observed informality used for adoption ceiling.,none,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_I_ceiling_informality_MEX___,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,registered,,,False,False,True,baseline,True
LS_labor_share,fiscal_channels,MEX,0.3602636754512787,0.3602636754512787,0.3602636754512787,fixed,0_to_1,PWT_10_01,PWT labor share carried forward to 2024.,none,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_LS_labor_share_MEX___,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,registered,,,False,False,True,baseline,True
E_aug,fiscal_channels,MEX,0.11,0.08,0.14,bounded_PERT,0_to_1,PLAN_01_02,No automation/augmentation split in snapshot; augmentation uses LAC productive-exposure fallback.,none,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_E_aug_MEX___,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,author_approved,2026-07-08,ratificacion del autor registrada pre-resultados,False,False,True,baseline,True
RST,fiscal_channels,MEX,0.5963855421686747,0.0,1.0,bounded_PERT,0_to_1,IMF_AIPI_DATA360;PLAN_01_SEC_14_6,"RST proxy uses AIPI human_capital_labor residualized on total AIPI over the international AIPI sample, then percentile-ranked.",none,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_RST_MEX___,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,author_approved,2026-07-08,ratificacion del autor registrada pre-resultados,False,False,True,baseline,True
tau_L_disp,fiscal_channels,MEX,0.17874025728691667,0.17874025728691667,0.17874025728691667,fixed,0_to_1,OECD_REVSTAT_LAC;PWT_10_01,Disposable labor rate frozen at r0 observed effective labor rate.,none,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_tau_L_disp_MEX___,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,registered,,,False,True,True,baseline,True
tau_K_disp,fiscal_channels,MEX,0.0585849305740002,0.0585849305740002,0.0585849305740002,fixed,0_to_1,OECD_REVSTAT_LAC;PWT_10_01,Disposable capital rate frozen at r0 observed effective capital rate.,none,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_tau_K_disp_MEX___,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,registered,,,False,True,True,baseline,True
tau_C_disp,fiscal_channels,MEX,0.05044454280782222,0.05044454280782222,0.05044454280782222,fixed,0_to_1,OECD_REVSTAT_LAC;WDI,"Observed consumption effective tax rate; MFC uses regime-indexed rate, disposable chain freezes r0.",none,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_tau_C_disp_MEX___,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,registered,,,False,True,True,baseline,True
mpc_W,fiscal_channels,MEX,0.823012138536076,0.673012138536076,0.923012138536076,bounded_PERT,0_to_1,WDI;PAPER_APP_FISCAL_CONVERSION,Final-consumption/GDP share as transparent proxy for labor-income MPC.,none,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_mpc_W_MEX___,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,author_approved,2026-07-08,ratificacion del autor registrada pre-resultados,False,False,True,baseline,True
mpc_Pi,fiscal_channels,MEX,0.411506069268038,0.261506069268038,0.561506069268038,bounded_PERT,0_to_1,WDI;PAPER_APP_FISCAL_CONVERSION,Profit-income MPC proxy set below labor-income proxy.,none,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_mpc_Pi_MEX___,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,author_approved,2026-07-08,ratificacion del autor registrada pre-resultados,False,False,True,baseline,True
mpc_R,fiscal_channels,MEX,0.617259103902057,0.46725910390205694,0.767259103902057,bounded_PERT,0_to_1,WDI;PAPER_APP_FISCAL_CONVERSION,Residual-income MPC proxy between labor and profit proxies.,none,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_mpc_R_MEX___,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,author_approved,2026-07-08,ratificacion del autor registrada pre-resultados,False,False,True,baseline,True
sPB_plus_gdp_ratio,fiscal_channels,MEX,0.03275283466024046,0.03275283466024046,0.03275283466024046,fixed,declared,IMF_WEO_GFS;PLAN_02_SEC_7_7,"max(0,-pb_gap_gdp_pp)/100 because anchor stores IMF percent-of-GDP values in percentage points.",none,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_sPB_plus_gdp_ratio_MEX___,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,registered,,,False,False,True,baseline,True
beta_translation,adoption_translation,MEX,1.0,0.5,2.0,bounded_PERT,declared,PAPER_TRANSLATION_GRID,"Baseline unit elasticity; sensitivity grid {0.5,1,1.5,2}.",none,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_beta_translation_MEX___,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,registered,,,False,False,True,baseline,True
gamma_translation,adoption_translation,MEX,1.0,0.5,2.0,bounded_PERT,declared,PAPER_TRANSLATION_GRID,"Baseline unit elasticity; sensitivity grid {0.5,1,1.5,2}.",none,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_gamma_translation_MEX___,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,registered,,,False,False,True,baseline,True
epsilon,adoption_translation,MEX,1e-09,1e-09,1e-09,fixed,declared,PLAN_02_SEC_7_7,Frozen numerical floor for support checks and de-flooring.,none,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_epsilon_MEX___,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,registered,,,False,False,True,baseline,True
epsilon_mu,adoption_translation,MEX,1e-06,1e-06,1e-06,fixed,declared,PLAN_02_SEC_7_3,Frozen logit inversion floor; q_use_target_adj is projected to interior support.,none,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_epsilon_mu_MEX___,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,registered,,,False,False,True,baseline,True
lambda_q_baseline_mid,adoption_translation,MEX,0.3,0.15,0.5,bounded_PERT,declared,PLAN_02_SEC_7_3,"Baseline diffusion-speed grid {0.15,0.30,0.50}; frozen baseline keeps q_prod at anchor.",none,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_lambda_q_baseline_mid_MEX___,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,registered,,,False,False,True,baseline,True
lambda_q_stress_instant,adoption_translation,MEX,1.0,1.0,1.0,fixed,declared,PLAN_02_SEC_7_3,"Instant-adoption stress only, not baseline primary.",none,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_lambda_q_stress_instant_MEX___,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,registered,,,False,False,True,baseline,True
nu_A,adoption_translation,MEX,1.0,0.25,2.0,bounded_PERT,declared,PLAN_02_SEC_7_3,Preparedness coefficient; inert in frozen baseline because mu is inverted to target.,none,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_nu_A_MEX___,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,author_approved,2026-07-08,ratificacion del autor registrada pre-resultados,False,False,True,baseline,True
nu_I,adoption_translation,MEX,0.5,0.0,1.0,bounded_PERT,declared,PLAN_02_SEC_7_3,Informality coefficient; inert in frozen baseline because mu is inverted to target.,none,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_nu_I_MEX___,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,author_approved,2026-07-08,ratificacion del autor registrada pre-resultados,False,False,True,baseline,True
nu_G,adoption_translation,MEX,0.5,0.0,1.0,bounded_PERT,declared,PLAN_02_SEC_7_3,Gap coefficient; inert in frozen baseline because mu is inverted to target.,none,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_nu_G_MEX___,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,author_approved,2026-07-08,ratificacion del autor registrada pre-resultados,False,False,True,baseline,True
omega_I,adoption_translation,MEX,0.5,0.25,0.75,bounded_PERT,declared,PLAN_02_SEC_7_3,Informality ceiling penalty; omega_I<1 is the paper economic restriction.,none,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_omega_I_MEX___,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,author_approved,2026-07-08,ratificacion del autor registrada pre-resultados,False,False,True,baseline,True
omega_G,adoption_translation,MEX,0.5,0.25,0.75,bounded_PERT,declared,PLAN_02_SEC_7_3,"Digital-gap ceiling penalty, now based on excluded coverage+speed Gap.",none,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_omega_G_MEX___,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,author_approved,2026-07-08,ratificacion del autor registrada pre-resultados,False,False,True,baseline,True
delta_s,fiscal_channels,MEX,0.5,0.25,1.0,bounded_PERT,declared,PAPER_MASTER_CALIBRATION_MATRIX,"Automation pressure grid {0.25,0.50,1.00}.",none,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_delta_s_MEX___,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,registered,,,False,True,True,baseline,True
psi_s,fiscal_channels,MEX,0.5,0.25,1.0,bounded_PERT,declared,PAPER_MASTER_CALIBRATION_MATRIX,"Augmentation pressure grid {0.25,0.50,1.00}.",none,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_psi_s_MEX___,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,registered,,,False,False,True,baseline,True
zeta_s,fiscal_channels,MEX,0.5,0.25,1.0,bounded_PERT,declared,PAPER_MASTER_CALIBRATION_MATRIX,"Reskilling mitigation grid {0.25,0.50,1.00}; engine enforces zeta*RST through the weight formula.",none,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_zeta_s_MEX___,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,registered,,,False,False,True,baseline,True
lambda_LS,fiscal_channels,MEX,0.5,0.25,1.0,bounded_PERT,declared,PAPER_MASTER_CALIBRATION_MATRIX,"Labor-share partial-adjustment grid {0.25,0.50,1.00}.",none,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_lambda_LS_MEX___,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,registered,,,False,False,True,baseline,True
chi_Kbase,fiscal_channels,MEX,0.7,0.55,0.85,bounded_PERT,0_to_1,AUTHOR_REVIEW_PENDING_NATIONAL_ACCOUNTS;PLAN_02_SEC_7_4_1,Share of non-labor surplus that is corporate taxable base; 1.0 only favorable variant.,none,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_chi_Kbase_MEX___,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,author_approved,2026-07-08,ratificacion del autor registrada pre-resultados,False,False,True,baseline,True
chi_dom,fiscal_channels,MEX,0.95,0.85,1.0,bounded_PERT,0_to_1,AUTHOR_REVIEW_PENDING_NATIONAL_ACCOUNTS;PLAN_02_SEC_7_4_1,Domestic share of incremental corporate base.,none,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_chi_dom_MEX___,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,author_approved,2026-07-08,ratificacion del autor registrada pre-resultados,False,False,True,baseline,True
psi_shift,fiscal_channels,MEX,0.15,0.0,0.3,bounded_PERT,0_to_1,PAPER_APP_FISCAL_CONVERSION;PLAN_02_SEC_10_8,Ordinary shifting of incremental capital base; central conservative-moderate; zero only favorable labeled variant.,none,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_psi_shift_MEX___,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,author_approved,2026-07-08,ratificacion del autor registrada pre-resultados,False,False,True,baseline,True
tau_R_disp,fiscal_channels,MEX,0.0,0.0,0.0,fixed,0_to_1,PAPER_APP_FISCAL_CONVERSION,Residual non-labor income is routed through consumption only in primary.,none,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_tau_R_disp_MEX___,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,registered,,,False,True,True,baseline,True
exempt_C,fiscal_channels,MEX,0.0,0.0,0.0,fixed,0_to_1,PLAN_02_SEC_10_8,Observed tau_C_eff already embeds exemptions and informal untaxed consumption; base-side exempt_C is zero to avoid double count.,none,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_exempt_C_MEX___,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,registered,,,False,False,True,baseline,True
kappa_LP_to_Y_high,ai_shock,MEX,0.3602636754512787,0.3602636754512787,0.3602636754512787,fixed,declared,PWT_10_01;PAPER_SEC_PARAMETERS,Country-specific LP to Y bridge for high scenario.,none,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_kappa_LP_to_Y_high_MEX_high__,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,registered,,,False,False,True,baseline,True
phi_Y_nom_high,ai_shock,MEX,0.003062241241335917,0.0014410547018051112,0.004683427780866722,derived_bounded_PERT,declared,OECD2025G7;PWT_10_01;PAPER_SEC_10_4,High-scenario nominal GDP-equivalent shock is country-specific because kappa_LP_to_Y equals labor share.,none,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_phi_Y_nom_high_MEX_high__,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,registered,,,False,True,True,baseline,True
policy_cost_gross_gdp_PEN,policy_cost,PER,0.004324768262351125,0.004324768262351125,0.004324768262351125,fixed_observed_or_mechanical,declared,PER_PEN_2024_OFFICIAL,Gross recurring cost is the primary cost convention.,none,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_policy_cost_gross_gdp_PEN_PER__PEN_,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,registered,,,False,False,True,baseline,True
policy_cost_gross_gdp_GMI_ideal_aggregate,policy_cost,PER,0.02787208206208022,0.02787208206208022,0.02787208206208022,fixed_observed_or_mechanical,declared,PER_GMI_ideal_aggregate_2024,Gross recurring cost is the primary cost convention.,none,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_policy_cost_gross_gdp_GMI_ideal_aggregate_PER__GMI_,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,registered,,,False,False,True,baseline,True
chi_gmi_GMI_ideal_aggregate,policy_cost,PER,1.0,1.0,1.0,fixed,0_to_1,PLAN_02_SEC_10_10,GMI aggregate gap-coverage parameter.,none,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_chi_gmi_GMI_ideal_aggregate_PER__GMI_,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,registered,,,False,False,True,baseline,True
policy_cost_gross_gdp_GMI_loaded_aggregate,policy_cost,PER,0.04180812309312033,0.04180812309312033,0.04180812309312033,fixed_observed_or_mechanical,declared,PER_GMI_loaded_aggregate_2024,Gross recurring cost is the primary cost convention.,none,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_policy_cost_gross_gdp_GMI_loaded_aggregate_PER__GMI_,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,registered,,,False,False,True,baseline,True
chi_gmi_GMI_loaded_aggregate,policy_cost,PER,1.0,1.0,1.0,fixed,0_to_1,PLAN_02_SEC_10_10,GMI aggregate gap-coverage parameter.,none,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_chi_gmi_GMI_loaded_aggregate_PER__GMI_,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,registered,,,False,False,True,baseline,True
theta_target_GMI_loaded,policy_cost,PER,1.5,1.0,1.5,bounded_PERT,declared,PLAN_02_SEC_10_10,Loaded aggregate GMI is companion mandatory in rankings.,none,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_theta_target_GMI_loaded_PER__GMI_,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,registered,,,False,False,True,baseline,True
policy_cost_gross_gdp_MUT,policy_cost,PER,0.0533947932223759,0.0533947932223759,0.0533947932223759,fixed_observed_or_mechanical,declared,PER_MUT_2024_ASSUMED_ETA,Gross recurring cost is the primary cost convention.,none,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_policy_cost_gross_gdp_MUT_PER__MUT_,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,registered,,,False,False,True,baseline,True
eta_MUT,policy_cost,PER,0.25,0.1,0.4,bounded_PERT,declared,PLAN_01_02,Policy eta ladder registered for MUT/PBI/UBI.,none,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_eta_MUT_PER__MUT_,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,registered,,,False,False,True,baseline,True
policy_cost_gross_gdp_PBI,policy_cost,PER,0.07576692890942052,0.07576692890942052,0.07576692890942052,fixed_observed_or_mechanical,declared,PER_PBI_2024_ASSUMED_ETA,Gross recurring cost is the primary cost convention.,none,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_policy_cost_gross_gdp_PBI_PER__PBI_,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,registered,,,False,False,True,baseline,True
eta_PBI,policy_cost,PER,0.5,0.25,1.0,bounded_PERT,declared,PLAN_01_02,Policy eta ladder registered for MUT/PBI/UBI.,none,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_eta_PBI_PER__PBI_,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,registered,,,False,False,True,baseline,True
policy_cost_gross_gdp_UBI,policy_cost,PER,0.2135791728895036,0.2135791728895036,0.2135791728895036,fixed_observed_or_mechanical,declared,PER_UBI_2024_ASSUMED_ETA,Gross recurring cost is the primary cost convention.,none,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_policy_cost_gross_gdp_UBI_PER__UBI_,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,registered,,,False,False,True,baseline,True
eta_UBI,policy_cost,PER,1.0,0.25,1.0,bounded_PERT,declared,PLAN_01_02,Policy eta ladder registered for MUT/PBI/UBI.,none,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_eta_UBI_PER__UBI_,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,registered,,,False,False,True,baseline,True
